task_id,client_folder_name,task_name,status,trainer_user_id,actual_video_duration,final_duration_secs,task_overlap_count,overlap_severity,segment_a_array_index,segment_a_phase_index,segment_a_start,segment_a_end,segment_a_start_sec,segment_a_end_sec,segment_b_array_index,segment_b_phase_index,segment_b_start,segment_b_end,segment_b_start_sec,segment_b_end_sec,overlap_start_sec,overlap_end_sec,overlap_seconds,segment_a_caption,segment_b_caption
019e0de6-814d-7bcf-95f1-e618c37bcf09,9c668fcc-91b4-45b8-b030-e20b93dfd85c,stack small hand towels,SUBMITTED,5092,132.767,132.767,17,medium,12,12,01:18.699,01:47.842,78.699,107.842,14,14,01:47.000,01:56.194,107.000,116.194,107.000,107.842,0.842,"Both hands move towards the right to the towels. The right hand grabs a blue hand towel and gives it to the left hand, and the left hand places it on the desk. Then both hands adjust the towel on the desk to make it flat. Then both hands fold the bottom right corner to the center of the towel. Then the left hand folds the bottom left corner to the center, while the right hand holds the folded right corner, and then both hands adjust the corners. The left hand puts the palm on the towel and rotates it to the left slightly, then the right hand grabs and folds the right top corner to the center, then the left hand adjusts the tip of the folded corner. Then the left hand rotates the towel to the left slightly, and the right hand folds the remaining corner to the center, then both hands adjust the folded corner and the towel. Then both hands slide the towel slightly upwards, and both hands hold the towel from the bottom and fold it towards the top, and both hands hit the towel to straighten it. Then both hands rotate the towel towards the left. Then both hands hold the towel from the bottom and fold a quarter of it towards the top three times. Then both hands grab the folded blue towel, lift it, move it to the left, and place it inside a green tray. Then both hands move to the right to the other towels.","The right hand places the light blue hand towel into the green tray while the left hand stays idle, and both hands adjust the towel to lay flat and fold the bottom edge up to the top edge."
019e0de6-814d-7bcf-95f1-e618c37bcf09,9c668fcc-91b4-45b8-b030-e20b93dfd85c,stack small hand towels,SUBMITTED,5092,132.767,132.767,17,medium,6,6,00:41.667,00:47.083,41.667,47.083,7,7,00:46.333,00:50.000,46.333,50.000,46.333,47.083,0.750,"Both hands grasp and lift the folded yellow hand towel, place it into the green tray, and grasp the light blue hand towel on the table.","Both hands smooth the light blue hand towel on the table, grasp its top corners, and bring them together to fold it into a triangle."
019e0de6-814d-7bcf-95f1-e618c37bcf09,9c668fcc-91b4-45b8-b030-e20b93dfd85c,stack small hand towels,SUBMITTED,5092,132.767,132.767,17,medium,10,10,01:07.000,01:16.194,67.000,76.194,11,11,01:15.444,01:27.000,75.444,87.000,75.444,76.194,0.750,"Both hands place the light green hand towel flat onto the table, grasp the top corners to fold them inwards into a triangle, and roll the towel upwards from the bottom edge.","Both hands fold the corners of the light blue hand towel and adjust its shape on the table, and the right hand lifts the folded towel and places it into the green tray while the left hand stays idle."
019e0de6-814d-7bcf-95f1-e618c37bcf09,9c668fcc-91b4-45b8-b030-e20b93dfd85c,stack small hand towels,SUBMITTED,5092,132.767,132.767,17,medium,14,14,01:47.000,01:56.194,107.000,116.194,15,15,01:55.444,02:06.333,115.444,126.333,115.444,116.194,0.750,"The right hand places the light blue hand towel into the green tray while the left hand stays idle, and both hands adjust the towel to lay flat and fold the bottom edge up to the top edge.","Both hands grasp the right side of the light blue hand towel and fold it over to the middle, fold the left side to the middle, and fold the bottom half up over the top."
019e0de6-814d-7bcf-95f1-e618c37bcf09,9c668fcc-91b4-45b8-b030-e20b93dfd85c,stack small hand towels,SUBMITTED,5092,132.767,132.767,17,medium,13,13,01:35.000,01:47.333,95.000,107.333,14,14,01:47.000,01:56.194,107.000,116.194,107.000,107.333,0.333,"Both hands grasp the bottom edge of the yellow hand towel and fold it upwards to create a compact shape, and the right hand lifts the folded towel and places it into the green tray while the left hand stays idle.","The right hand places the light blue hand towel into the green tray while the left hand stays idle, and both hands adjust the towel to lay flat and fold the bottom edge up to the top edge."
019e0de6-814d-7bcf-95f1-e618c37bcf09,9c668fcc-91b4-45b8-b030-e20b93dfd85c,stack small hand towels,SUBMITTED,5092,132.767,132.767,17,low,5,5,00:32.583,00:41.750,32.583,41.750,6,6,00:41.667,00:47.083,41.667,47.083,41.667,41.750,0.083,"Both hands grasp the top corners of the yellow hand towel and fold them downward to the center to form a point, the left hand folds the left side inward, and the right hand folds the right side inward over it.","Both hands grasp and lift the folded yellow hand towel, place it into the green tray, and grasp the light blue hand towel on the table."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,6,6,01:05.667,01:38.333,65.667,98.333,7,7,01:14.166,01:38.333,74.166,98.333,74.166,98.333,24.167,The right hand picks up the cloth from the countertop while the left hand grabs the black cloth alongside the right hand after it was picked up. Both hands fold and wring out the black cloth. The both hands unfolds the black cloth and place the black cloth in the sink basket with the left hand while the right hand remains idle,"The right hand drops the second purple rag onto the counter pile and picks up the brownish grey rag, and both hands twist and wring it over the sink."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,13,13,02:13.667,02:26.834,133.667,146.834,14,14,02:05.667,02:31.667,125.667,151.667,133.667,146.834,13.167,"The right hand sets the light brown rag on the counter and picks up the dark blue rag, and both hands twist and wring it over the sink.",The right hand picks up the cloth from the countertop while the left hand grabs the black cloth alongside the right hand after it was picked up. Both hands fold and wring out the black cloth. The both hands unfolds the cloth and place the cloth on the countertop with the left hand while the right hand remains idle
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,3,3,00:42.667,01:05.667,42.667,65.667,4,4,00:42.333,00:55.667,42.333,55.667,42.667,55.667,13.000,The right hand picks up the cloth from the countertop while the left hand grabs the cloth alongside the right hand after it was picked up. Both hands fold and wring out the cloth. The both hands unfolds the cloth and place the cloth in the sink basket with the left hand while the right hand remains idle,"Both hands twist and squeeze the light grey rag over the sink, and the right hand drops it onto the counter while the left hand stays idle."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,15,15,02:31.667,03:12.834,151.667,192.834,16,16,02:51.000,03:03.500,171.000,183.500,171.000,183.500,12.500,The left hand wipes the countertop with the cloth while the right hand remains idle. The left hand picks up the cloth while the right hand reach toward the cloth being held. The both hands fold and wring out the cloth. The both hands unfold the cloth and place the cloth in the sink basket with the left hand while the right hand is idle,"The left hand drops the second multi-colored rag into the sink and picks up the brownish grey rag from the basin, and both hands twist it repeatedly to wring out water."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,6,6,01:05.667,01:38.333,65.667,98.333,8,8,01:25.834,01:37.667,85.834,97.667,85.834,97.667,11.833,The right hand picks up the cloth from the countertop while the left hand grabs the black cloth alongside the right hand after it was picked up. Both hands fold and wring out the black cloth. The both hands unfolds the black cloth and place the black cloth in the sink basket with the left hand while the right hand remains idle,"The right hand places the brownish grey rag onto the counter pile and grasps the greenish-grey rag, and both hands twist and wring it over the sink."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,7,7,01:14.166,01:38.333,74.166,98.333,8,8,01:25.834,01:37.667,85.834,97.667,85.834,97.667,11.833,"The right hand drops the second purple rag onto the counter pile and picks up the brownish grey rag, and both hands twist and wring it over the sink.","The right hand places the brownish grey rag onto the counter pile and grasps the greenish-grey rag, and both hands twist and wring it over the sink."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,1,1,00:17.000,00:42.667,17.000,42.667,2,2,00:25.334,00:37.166,25.334,37.166,25.334,37.166,11.832,The right hand picks up the black cloth from the countertop while the left hand grabs the black cloth alongside the right hand after it was picked up. Both hands fold and wring out the black cloth. The both hands unfolds the black cloth and place the black cloth in the sink basket with the left hand while the right hand remains idle,"The right hand places the second dark grey rag on the counter and picks up another dark grey rag, and both hands twist and squeeze it over the sink to wring out the water."
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,critical,3,3,01:08.333,01:33.667,68.333,93.667,12,12,01:22.667,01:33.800,82.667,93.800,82.667,93.667,11.000,"Both hands reach toward the grey pillowcase, lift it, and place it on the lap. The right hand grasps the zipper pull and slides it along the edge of the pillowcase, briefly releasing and re-grasping it, while the left hand smooths and holds the grey pillowcase flap in place. The right hand then pulls the zipper to the end of the track to fully close the pillowcase, after which both hands release the pillowcase on the pink bed cover, resting against another grey pillow. Both hands return to a high default position.",The right hand pulls the zipper pull to the end of the gray pillowcase and tucks it under the fabric flap while the left hand holds the corner of the fabric.
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,9,9,01:38.333,02:05.667,98.333,125.667,10,10,01:44.667,01:55.333,104.667,115.333,104.667,115.333,10.666,The right hand picks up the cloth from the countertop while the left hand grabs the black cloth alongside the right hand after it was picked up. Both hands fold and wring out the black cloth. The both hands unfolds the black cloth and place the black cloth in the sink basket with the left hand while the right hand remains idle,Both hands twist and wring the light grey rag over the sink.
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,critical,2,2,00:42.333,01:08.333,42.333,68.333,8,8,00:52.778,01:02.500,52.778,62.500,52.778,62.500,9.722,"Both hands reach toward the grey pillow on the pink bed cover, lift it, and place it on the lap.  The left hand reaches into the pillow opening and pushes the white inner fabric inward while the right hand grasps the zipper pull and slides it horizontally toward the left side of the grey pillowcase. The left hand then grasps the grey pillow by its left edge, adjusting it vertically while positioning it properly inside the pink pillowcase, as the right hand continues pulling the zipper to the end of the track. Both hands pull the grey pillowcase flap over the white zipper, then place the grey pillow onto the pink bed cover, resting against another grey pillow. Both hands moves away and returning to a high default position.","The right hand finishes pulling the zipper and adjusts its grip, and both hands lift, rotate the gray pillowcase horizontally, and lay it flat on the bed."
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,critical,1,1,00:19.333,00:42.333,19.333,42.333,5,5,00:31.778,00:41.417,31.778,41.417,31.778,41.417,9.639,"Both hands move toward a grey pillow, lift it from the pink bed cover, and place it on the lap. Both hands turn the pillowcase flap outward. The right hand holds the fabric in place while the left hand slides the zipper pull toward the left across the opening. Both hands then pull the grey pillowcase flap over the white zipper. The right hand holds the pillow on the right side while the left hand holds it on the left side, lifting it from the lap and placing it back onto the pink bed cover. Both hands then move away and return to a high default position.
","The right hand pulls the zipper to fully close the gray pillowcase, and both hands pick it up and place it slightly to the right on the bed."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,15,15,02:31.667,03:12.834,151.667,192.834,17,17,03:03.500,03:12.834,183.500,192.834,183.500,192.834,9.334,The left hand wipes the countertop with the cloth while the right hand remains idle. The left hand picks up the cloth while the right hand reach toward the cloth being held. The both hands fold and wring out the cloth. The both hands unfold the cloth and place the cloth in the sink basket with the left hand while the right hand is idle,"The left hand drops the brownish grey rag into the sink basin and lifts the third dark grey rag from the edge of the sink, and both hands twist it tightly to wring out water."
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,critical,2,2,00:42.333,01:08.333,42.333,68.333,7,7,00:44.333,00:53.528,44.333,53.528,44.333,53.528,9.195,"Both hands reach toward the grey pillow on the pink bed cover, lift it, and place it on the lap.  The left hand reaches into the pillow opening and pushes the white inner fabric inward while the right hand grasps the zipper pull and slides it horizontally toward the left side of the grey pillowcase. The left hand then grasps the grey pillow by its left edge, adjusting it vertically while positioning it properly inside the pink pillowcase, as the right hand continues pulling the zipper to the end of the track. Both hands pull the grey pillowcase flap over the white zipper, then place the grey pillow onto the pink bed cover, resting against another grey pillow. Both hands moves away and returning to a high default position.",The right hand pulls the zipper along the track to close the gray pillowcase while the left hand holds the fabric steady.
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,critical,3,3,01:08.333,01:33.667,68.333,93.667,10,10,01:08.667,01:17.667,68.667,77.667,68.667,77.667,9.000,"Both hands reach toward the grey pillowcase, lift it, and place it on the lap. The right hand grasps the zipper pull and slides it along the edge of the pillowcase, briefly releasing and re-grasping it, while the left hand smooths and holds the grey pillowcase flap in place. The right hand then pulls the zipper to the end of the track to fully close the pillowcase, after which both hands release the pillowcase on the pink bed cover, resting against another grey pillow. Both hands return to a high default position.",The right hand pinches the zipper pull of the gray pillowcase and pulls it to the left to close the opening while the left hand grips the edge of the fabric.
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,critical,1,1,00:19.333,00:42.333,19.333,42.333,4,4,00:24.000,00:32.528,24.000,32.528,24.000,32.528,8.528,"Both hands move toward a grey pillow, lift it from the pink bed cover, and place it on the lap. Both hands turn the pillowcase flap outward. The right hand holds the fabric in place while the left hand slides the zipper pull toward the left across the opening. Both hands then pull the grey pillowcase flap over the white zipper. The right hand holds the pillow on the right side while the left hand holds it on the left side, lifting it from the lap and placing it back onto the pink bed cover. Both hands then move away and return to a high default position.
",The right hand adjusts its grip on the zipper pull of the gray pillowcase and pulls the zipper closed while the left hand holds the fabric.
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,critical,5,5,00:48.667,01:03.333,48.667,63.333,9,9,00:53.333,01:01.834,53.333,61.834,53.333,61.834,8.501,"Both hands fold the bottom half of the gray plaid pajama top upward twice to form a compact bundle, grasp the sides of the folded gray plaid pajamas to lift it, and move it to the right to release it onto the bed.","Both hands fold the left and right sleeves of the pink floral pajama top inward across the front, and fold the left and right sides inward toward the center."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,12,12,02:01.834,02:13.667,121.834,133.667,14,14,02:05.667,02:31.667,125.667,151.667,125.667,133.667,8.000,"The right hand places the green rag on the counter and picks up the light brown rag, and both hands hold and wring it over the sink.",The right hand picks up the cloth from the countertop while the left hand grabs the black cloth alongside the right hand after it was picked up. Both hands fold and wring out the black cloth. The both hands unfolds the cloth and place the cloth on the countertop with the left hand while the right hand remains idle
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,9,9,01:38.333,02:05.667,98.333,125.667,11,11,01:55.333,02:02.584,115.333,122.584,115.333,122.584,7.251,The right hand picks up the cloth from the countertop while the left hand grabs the black cloth alongside the right hand after it was picked up. Both hands fold and wring out the black cloth. The both hands unfolds the black cloth and place the black cloth in the sink basket with the left hand while the right hand remains idle,"The right hand drops the light grey rag onto the counter and picks up the green rag, and both hands twist and wring it over the sink."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,critical,3,3,00:42.667,01:05.667,42.667,65.667,5,5,00:55.333,01:02.500,55.333,62.500,55.333,62.500,7.167,The right hand picks up the cloth from the countertop while the left hand grabs the cloth alongside the right hand after it was picked up. Both hands fold and wring out the cloth. The both hands unfolds the cloth and place the cloth in the sink basket with the left hand while the right hand remains idle,"The right hand grasps the patterned grey rag from the pile, and both hands twist and wring it tightly over the sink."
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,critical,6,6,01:03.333,01:18.667,63.333,78.667,10,10,01:01.834,01:09.667,61.834,69.667,63.333,69.667,6.334,"Both hands grasp the bottom hem of the pink floral pajama top, fold it upwards in half, and fold the bottom section upwards again to complete the fold. Then, both hands lift the folded pink floral pajama top from the bed and place it on top of the folded gray plaid pajamas. Then, Both hands carry the stacked pajama tops from the bed, turns toward the dark bedside table and place them onto the table.","Both hands grasp the bottom hem of the pink floral pajama top, fold it upwards in half, and fold the bottom section upwards again to complete the fold."
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,critical,4,4,00:36.000,00:48.667,36.000,48.667,7,7,00:42.222,00:48.528,42.222,48.528,42.222,48.528,6.306,Both hands reach to the left to grasp the pink floral pajama top and hold the fabric to fasten the top button. Both hands fasten the buttons on the front of the pink floral pajama top on the bed.,Both hands fasten the buttons on the front of the pink floral pajama top on the bed.
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,critical,0,0,00:00.000,00:36.000,0.000,36.000,1,1,00:06.167,00:12.417,6.167,12.417,6.167,12.417,6.250,"Both hands reach toward the gray plaid pajama top on the bed and begin fastening the buttons from top to bottom, securing the collar button, middle button, and lower button in sequence. Both hands then fold the right sleeve inward, followed by the left sleeve, aligning them toward the center of the garment. The hands move to the bottom hem, with the right hand grasping the right corner and the left hand grasping the left corner, and fold the pajama top upward twice into a compact rectangle. Both hands lift and reposition the folded pajama top on the bed while the left hand folds the left side over the right side as the right hand steadies the garment. Finally, both hands lift the folded pajama top slightly and place it back onto the bed.
",Both hands move down the fabric and fasten the middle button of the gray plaid pajama top.
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,critical,0,0,00:00.000,00:36.000,0.000,36.000,2,2,00:11.667,00:17.917,11.667,17.917,11.667,17.917,6.250,"Both hands reach toward the gray plaid pajama top on the bed and begin fastening the buttons from top to bottom, securing the collar button, middle button, and lower button in sequence. Both hands then fold the right sleeve inward, followed by the left sleeve, aligning them toward the center of the garment. The hands move to the bottom hem, with the right hand grasping the right corner and the left hand grasping the left corner, and fold the pajama top upward twice into a compact rectangle. Both hands lift and reposition the folded pajama top on the bed while the left hand folds the left side over the right side as the right hand steadies the garment. Finally, both hands lift the folded pajama top slightly and place it back onto the bed.
",Both hands coordinate to secure a lower button on the gray plaid pajama top.
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,critical,2,2,00:42.333,01:08.333,42.333,68.333,9,9,01:02.500,01:09.417,62.500,69.417,62.500,68.333,5.833,"Both hands reach toward the grey pillow on the pink bed cover, lift it, and place it on the lap.  The left hand reaches into the pillow opening and pushes the white inner fabric inward while the right hand grasps the zipper pull and slides it horizontally toward the left side of the grey pillowcase. The left hand then grasps the grey pillow by its left edge, adjusting it vertically while positioning it properly inside the pink pillowcase, as the right hand continues pulling the zipper to the end of the track. Both hands pull the grey pillowcase flap over the white zipper, then place the grey pillow onto the pink bed cover, resting against another grey pillow. Both hands moves away and returning to a high default position.","Both hands adjust the position of the gray pillowcase on the bed, release it, and grasp a different gray pillowcase nearby."
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,critical,6,6,01:03.333,01:18.667,63.333,78.667,11,11,01:09.667,01:15.417,69.667,75.417,69.667,75.417,5.750,"Both hands grasp the bottom hem of the pink floral pajama top, fold it upwards in half, and fold the bottom section upwards again to complete the fold. Then, both hands lift the folded pink floral pajama top from the bed and place it on top of the folded gray plaid pajamas. Then, Both hands carry the stacked pajama tops from the bed, turns toward the dark bedside table and place them onto the table.",Both hands lift the folded pink floral pajama top from the bed and place it on top of the folded gray plaid pajamas.
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,critical,0,0,00:00.000,00:36.000,0.000,36.000,3,3,00:17.167,00:22.667,17.167,22.667,17.167,22.667,5.500,"Both hands reach toward the gray plaid pajama top on the bed and begin fastening the buttons from top to bottom, securing the collar button, middle button, and lower button in sequence. Both hands then fold the right sleeve inward, followed by the left sleeve, aligning them toward the center of the garment. The hands move to the bottom hem, with the right hand grasping the right corner and the left hand grasping the left corner, and fold the pajama top upward twice into a compact rectangle. Both hands lift and reposition the folded pajama top on the bed while the left hand folds the left side over the right side as the right hand steadies the garment. Finally, both hands lift the folded pajama top slightly and place it back onto the bed.
",Both hands smooth the front of the gray plaid pajama top flat on the bed and shift their grasp to the sleeves.
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,critical,5,5,00:48.667,01:03.333,48.667,63.333,8,8,00:47.778,00:54.083,47.778,54.083,48.667,54.083,5.416,"Both hands fold the bottom half of the gray plaid pajama top upward twice to form a compact bundle, grasp the sides of the folded gray plaid pajamas to lift it, and move it to the right to release it onto the bed.","Both hands fasten the bottom button of the pink floral pajama top, grasp the bottom hem to pull it downwards, and smooth the fabric flat on the bed."
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,critical,3,3,01:08.333,01:33.667,68.333,93.667,11,11,01:17.666,01:22.667,77.666,82.667,77.666,82.667,5.001,"Both hands reach toward the grey pillowcase, lift it, and place it on the lap. The right hand grasps the zipper pull and slides it along the edge of the pillowcase, briefly releasing and re-grasping it, while the left hand smooths and holds the grey pillowcase flap in place. The right hand then pulls the zipper to the end of the track to fully close the pillowcase, after which both hands release the pillowcase on the pink bed cover, resting against another grey pillow. Both hands return to a high default position.","Both hands push the gray pillowcase against the headboard, and the right hand reaches back to pinch the zipper pull again."
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,high,6,6,01:03.333,01:18.667,63.333,78.667,12,12,01:14.667,01:18.767,74.667,78.767,74.667,78.667,4.000,"Both hands grasp the bottom hem of the pink floral pajama top, fold it upwards in half, and fold the bottom section upwards again to complete the fold. Then, both hands lift the folded pink floral pajama top from the bed and place it on top of the folded gray plaid pajamas. Then, Both hands carry the stacked pajama tops from the bed, turns toward the dark bedside table and place them onto the table.",Turns toward the dark bedside table while both hands pick up and carry the stacked pajama tops from the bed and place them onto the table.
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,high,9,9,01:38.333,02:05.667,98.333,125.667,12,12,02:01.834,02:13.667,121.834,133.667,121.834,125.667,3.833,The right hand picks up the cloth from the countertop while the left hand grabs the black cloth alongside the right hand after it was picked up. Both hands fold and wring out the black cloth. The both hands unfolds the black cloth and place the black cloth in the sink basket with the left hand while the right hand remains idle,"The right hand places the green rag on the counter and picks up the light brown rag, and both hands hold and wring it over the sink."
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,high,2,2,00:42.333,01:08.333,42.333,68.333,6,6,00:40.667,00:44.333,40.667,44.333,42.333,44.333,2.000,"Both hands reach toward the grey pillow on the pink bed cover, lift it, and place it on the lap.  The left hand reaches into the pillow opening and pushes the white inner fabric inward while the right hand grasps the zipper pull and slides it horizontally toward the left side of the grey pillowcase. The left hand then grasps the grey pillow by its left edge, adjusting it vertically while positioning it properly inside the pink pillowcase, as the right hand continues pulling the zipper to the end of the track. Both hands pull the grey pillowcase flap over the white zipper, then place the grey pillow onto the pink bed cover, resting against another grey pillow. Both hands moves away and returning to a high default position.","Both hands reach for another gray pillowcase on the bed, and the right hand pinches the zipper pull while the left hand grasps the fabric edge."
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,high,1,1,00:19.333,00:42.333,19.333,42.333,6,6,00:40.667,00:44.333,40.667,44.333,40.667,42.333,1.666,"Both hands move toward a grey pillow, lift it from the pink bed cover, and place it on the lap. Both hands turn the pillowcase flap outward. The right hand holds the fabric in place while the left hand slides the zipper pull toward the left across the opening. Both hands then pull the grey pillowcase flap over the white zipper. The right hand holds the pillow on the right side while the left hand holds it on the left side, lifting it from the lap and placing it back onto the pink bed cover. Both hands then move away and return to a high default position.
","Both hands reach for another gray pillowcase on the bed, and the right hand pinches the zipper pull while the left hand grasps the fabric edge."
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,high,5,5,00:48.667,01:03.333,48.667,63.333,10,10,01:01.834,01:09.667,61.834,69.667,61.834,63.333,1.499,"Both hands fold the bottom half of the gray plaid pajama top upward twice to form a compact bundle, grasp the sides of the folded gray plaid pajamas to lift it, and move it to the right to release it onto the bed.","Both hands grasp the bottom hem of the pink floral pajama top, fold it upwards in half, and fold the bottom section upwards again to complete the fold."
019e0de6-814b-74b7-a049-4642b7d746db,6f4aa5c7-e9b3-411d-a66f-73ce5544eca1,zip up pillowcase zipper,SUBMITTED,5222,93.8,93.8,16,high,3,3,01:08.333,01:33.667,68.333,93.667,9,9,01:02.500,01:09.417,62.500,69.417,68.333,69.417,1.084,"Both hands reach toward the grey pillowcase, lift it, and place it on the lap. The right hand grasps the zipper pull and slides it along the edge of the pillowcase, briefly releasing and re-grasping it, while the left hand smooths and holds the grey pillowcase flap in place. The right hand then pulls the zipper to the end of the track to fully close the pillowcase, after which both hands release the pillowcase on the pink bed cover, resting against another grey pillow. Both hands return to a high default position.","Both hands adjust the position of the gray pillowcase on the bed, release it, and grasp a different gray pillowcase nearby."
019e0de6-814b-721f-a4c6-ad3704f7cfc0,6d1fb31c-6c14-4ae1-9066-ec4a8e86c666,fold and store pajamas,SUBMITTED,5222,78.767,78.767,16,medium,4,4,00:36.000,00:48.667,36.000,48.667,8,8,00:47.778,00:54.083,47.778,54.083,47.778,48.667,0.889,Both hands reach to the left to grasp the pink floral pajama top and hold the fabric to fasten the top button. Both hands fasten the buttons on the front of the pink floral pajama top on the bed.,"Both hands fasten the bottom button of the pink floral pajama top, grasp the bottom hem to pull it downwards, and smooth the fabric flat on the bed."
019e08fc-9afd-725c-a646-24677fb7aab1,69dc9fe7-d582-42bc-8e09-e70249a3467d,wring out the rag,SUBMITTED,5220,192.834,192.834,16,medium,11,11,01:55.333,02:02.584,115.333,122.584,12,12,02:01.834,02:13.667,121.834,133.667,121.834,122.584,0.750,"The right hand drops the light grey rag onto the counter and picks up the green rag, and both hands twist and wring it over the sink.","The right hand places the green rag on the counter and picks up the light brown rag, and both hands hold and wring it over the sink."
