task_id,cover_id,severity,macro_array_index,macro_phase_index,macro_start_sec,macro_end_sec,macro_duration_sec,child_count,child_array_indices,child_start_sec,child_end_sec,child_span_sec,coverage_ratio,macro_caption,child_captions
019e1288-2ff2-71bd-a4f7-42d77748e7fc,CG-000040,critical,2,2,46.667,79.0,32.333,3,"7,8,9",53.666,73.583,19.917,0.616,"The left hand reaches for a blue rectangular block on the desk, grasps it, lifts it, and places it vertically on the desk surface. Both hands reaches for a blue rectangular block on the desk and picks up. The left hand places it on a blue rectangular block on the desk while the right hand remans idle. The left hand reaches for a blue rectangular block on the desk, grasps it, lifts it, and places it vertically on stack of blue rectangular block on the desk. The left hand again reaches for a blue rectangular block on the desk, grasps it, lifts it, and places it vertically on stack of blue rectangular block on the desk.   Both hands moves away and returns to  a high default position.","The right hand grasps, places, and adjusts a red rectangular block onto the right stack, and the left hand grasps and places a blue rectangular block onto the left stack. || The left hand adjusts the top blue block on the stack and places a light brown rectangular block onto the left stack, and the right hand grasps and places a blue rectangular block onto the right stack. || The right hand grasps and places two red rectangular blocks onto the right stack, and the left hand grasps and places a blue rectangular block onto the left stack."
019e1288-2ff2-71bd-a4f7-42d77748e7fc,CG-000041,critical,3,3,79.0,97.0,18.0,2,"11,12",79.333,92.95,13.617,0.757,"The left hand reached towards the brown block, picks it up and places it on the desk while the left hand is idle. Both hands moves the brown block closer to the stack of blue, yellow and red block on the desk. The left hand reached towards the brown block, picks it up and places it on the brown block on the desk with both hands. Both hands reaches towards the cylindrical block on the desk. The left hand picks it up while the right hand remains idle.  Both hand places it on the stack of brown blocks on the table. ","The right hand grasps and places a yellow rectangular block and a red rectangular block onto the right tower, and the left hand grasps and places a yellow rectangular block and a red arch block onto the left tower. || The right hand touches and adjusts a red block on the structure and grasps and places a yellow rectangular block and a green rectangular block onto the right tower, and the left hand grasps and places a blue arch block onto the left tower."
019e1288-2ff1-7e55-850b-f3fbe136e1e7,CG-000042,critical,0,0,0.0,27.757,27.757,3,"1,2,3",6.08,26.186,20.106,0.724,"Both hands grasp a green microfiber napkin from the pile, lift it to unfold it in the air, and lay it flat on the floral-patterned table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the top side of the table and withdraw.","The left hand folds the left side of the green microfiber napkin towards the center, the right hand folds the right side over it, and both hands fold the bottom edge upwards and the top edge downwards over it. || The left hand grasps the folded green microfiber napkin, moves it aside on the table, and releases it while both hands reach towards the pile, lift a pink microfiber napkin, and lay it flat on the table. || The left hand folds the left side of the pink microfiber napkin towards the center, the right hand folds the right side over it, and both hands fold the bottom and top edges inwards."
019e1288-2ff1-7e55-850b-f3fbe136e1e7,CG-000043,critical,5,5,27.757,60.885,33.128,2,"6,7",41.333,54.667,13.334,0.402,"Both hands grasp a pink microfiber napkin from the pile, lift it to unfold it in the air, and lay it flat on the floral-patterned table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the top side of the table beside the folded green napkin and withdraw.","Both hands fold the sides of the pink cloth napkin inwards, the right hand folds the right half over the left half, and both hands place the folded napkin aside while unrolling and spreading a green cloth napkin flat. || Both hands fold the bottom edge of the green cloth napkin upwards, smooth it, fold the left and right sides inwards, and the right hand folds the right side over the left side to complete the fold."
019e1288-2ff1-7e55-850b-f3fbe136e1e7,CG-000044,critical,9,9,60.885,97.83,36.945,2,"10,11",74.333,90.0,15.667,0.424,"Both hands grasp a green microfiber napkin from the pile, lift it to unfold it in the air, and lay it flat on the floral-patterned table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the top side of the table beside the folded pink napkin and withdraw.","Both hands fold the right and left sides of the yellow napkin inwards, the right hand folds the right side over the left side, and both hands reach into the pile to pull a light pink napkin out and spread it flat on the table. || Both hands fold the bottom edge of the light pink napkin upwards to the center, bring the left and right sides towards the center, and the left hand folds the left half over to the right side."
019e1288-2ff1-7e55-850b-f3fbe136e1e7,CG-000045,critical,12,12,97.83,126.06,28.23,2,"13,14",103.667,126.0,22.333,0.791,"Both hands grasp a yellow microfiber napkin from the pile, lift it to unfold it in the air, and lay it flat on the floral-patterned table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the top side of the table on top of both the folded green napkin and the folded pink napkin and withdraw.","Both hands bring the side edges of the pink napkin to the center, the left hand folds the left half over, the right hand places the folded napkin on the stack, and both hands pull a bright yellow napkin, lay it flat, and fold its left, right, and bottom edges. || Both hands press and smooth the folded yellow napkin, fold the bottom edge up again, the right hand places it on the stack, and both hands reach for an unfolded yellow napkin and spread it flat."
019e1288-2ff0-7918-b7b2-91be1e4b5580,CG-000046,critical,11,11,0.0,12.25,12.25,2,"0,1",0.0,12.25,12.25,1.0,"Both hands reach towards the nested stack of bowls on the kitchen counter, grasp the large white bowl, and lift it and the nested small white bowl off the patterned bowl. Then place them on the counter, to the left of the patterned bowl, and release it. Both hands grasp the small white bowl and lift it from inside the large bowl and place it on the counter to the right of the patterned bowl, and both hands withdraw.","Both hands reach towards the nested stack of bowls on the kitchen counter, grasp the large white bowl, and lift it and the nested small white bowl off the patterned bowl. || The right hand reaches into the large white bowl, lifts the small white bowl out, and places it onto the right side of the counter while the left hand holds the large white bowl and places it onto the left side of the counter, and both hands rest idle."
019e1288-2ff1-7c96-b35b-15749f52b04f,CG-000047,critical,0,0,0.0,31.0,31.0,4,"1,2,3,4",5.083,25.417,20.334,0.656,"The right hand reaches for, grasps and adjusts the position of the pink plastic storage box on the floor mat and then releases it while the left hand remains idle. Then moves backwards,  and reaches into the pile of colorful plastic toys  and gathers with both hands. Both hands lift the gathered colorful plastic toys and drop them into the pink plastic storage box. The right hand reaches for a spilled pink toy and places it into the pink plastic storage box. The right hand repeatedly grasps, moves and drops colorful plastic toys into the pink plastic storage box while the left hand remains idle. The right hand adjusts the pink plastic storage box on the floor mat and continues moving and dropping multiple colorful plastic toys.","Both hands lift the gathered colorful plastic toys and drop them back onto the floor mat, scoop another handful from the pile, carry them over, and release them into the pink plastic storage box. || Both hands scoop a handful of colorful plastic toys from the floor mat, carry them over to the pink plastic storage box, and drop them inside. || Both hands grasp handfuls of colorful plastic toys from the floor mat and release them into the pink plastic storage box in successive scooping and dropping motions. || Both hands scoop more handfuls of colorful plastic toys from the pile on the floor mat and carry them to drop into the pink plastic storage box."
019e09ed-3606-7c77-808c-c126a2b156ba,CG-000048,critical,0,0,0.0,22.798,22.798,2,"1,2",7.333,17.333,10.0,0.439,"Both hands reach out, grab, and lift the pillow from the right bottom side of the bed and place it on their lap. The left hand holds the top left edge of the pillow, and the right hand grasps the zipper and pulls it to the right. Then the left hand holds the zipper while the right hand adjusts the inside of the pillow by pushing, and then the right hand holds the zipper and moves it to the right while the left hand holds the closed part of the pillow steady. Then the left hand moves to the right and holds the zipper while the right hand adjusts the inside of the pillow by pushing, and then the right hand holds the zipper and moves it to the right while the left hand holds the closed part of the pillow steady. Then the left hand moves to the right and holds the zipper while the right hand moves to the right to adjust the inside of the pillow by pushing, then the right hand moves to the right and repeats adjusting, and then moves to the right one more time to adjust the insides of the pillow. Then the right hand moves to the left and the right to adjust the insides of the pillow, then moves to the left and grabs the zipper. Then the right hand moves the zipper to the right while the left hand holds the closed part of the pillow steady, then the left hand moves to the right and holds the left side of the zipper steady. Then the right hand adjusts the inside of the pillow by pushing it. Then the right hand holds the zipper and moves it to the right and closes the zipper completely while the left hand holds the pillow steady. Then both hands move to the left, grab, lift, and place the pillow on the right bottom side of the bed.
","The hands move to the right grey pillowcase, where the left hand pinches the base of the zipper and the right hand grasps the zipper pull and pulls it to close the pillowcase, and both hands release. || The hands return to the left grey pillowcase, and the left hand pinches the base of the zipper while the right hand grasps the zipper pull and pulls the zipper to the right."
019e1288-2ff0-7016-9790-ea7c23e71e06,CG-000049,critical,8,8,50.75,64.667,13.917,2,"9,10",52.083,64.667,12.584,0.904,The left hand grasps the small clear oil bottle while the right hand pick up a small black cap to cover and twists it to tighten and then to moves it to the back of the counter beside the previous bottle. ,"The right hand grasps the red lid, places it onto the small round jar, and twists it to tighten while the left hand holds the jar steady. || The right hand grasps the small round jar, moves it backward on the counter, and releases it while the left hand stays idle."
019e1288-2fed-77d3-90d3-31356d040e7a,CG-000050,critical,6,6,61.333,88.333,27.0,2,"7,8",66.75,80.454,13.704,0.508,Both hands gripping the cloth edges fold the cloth then pick up the folded cloth and place it on the right side of the shelf. Both hands reach towards the socket wrench and metal bolts on the left side of the shelf. The left hand picks up the socket wrench and metal bolts then move them towards the middle of the shelf and place them on the shelf with both hands.,"The left hand picks up the thick metal bolt, rubs it against the grey cloth held flat by the right hand, and places it down, and the left hand picks up a long metal bolt and rubs it against the cloth. || The left hand reaches for and picks up a small silver socket bit, and the right hand vigorously scrubs the bit with the grey cloth."
019e1288-2fed-77a3-a992-83618bbfa85c,CG-000051,critical,0,0,0.0,25.667,25.667,2,"1,2",7.167,23.333,16.166,0.63,The both hands reach towards the pillow. The left hand grabs the pillow while the right hand grabs the pillow case. The right hand separate the pillow case from the pillow while the left hand holds the pillow. The right hand place the pillow case on the bed while the left hand holds  the pillow. The right hand reach toward and pick up a pillow case while the left hand moves the pillow in between the lap. The both hands adjust and fold the pillow case,"Both hands grasp the open edges of the dark grey pillowcase and pull it down over the white pillow. || Both hands lift the dark grey pillowcase and shake it vertically to settle the white pillow inside, and lower it to rest on the bed."
019e1288-2fed-77a3-a992-83618bbfa85c,CG-000052,critical,3,3,25.667,62.0,36.333,3,"4,5,6",29.833,61.833,32.0,0.881,The both hands encase the pillow in the pillow case,"Both hands pull the opening of the dark grey pillowcase to cover the end of the white pillow, and the right hand reaches inside to adjust the white pillow while the left hand holds the pillowcase open. || Both hands grasp the opening of the dark grey pillowcase and pull it further down over the white pillow, adjusting their grips to advance the fabric. || Both hands stretch the opening of the dark grey pillowcase wide to expose the inner envelope flap, and the right hand pushes the edge of the white pillow deep into the flap while the left hand secures the opening."
019e1288-2fed-77a3-a992-83618bbfa85c,CG-000053,critical,7,7,62.0,84.833,22.833,2,"8,9",71.333,84.833,13.5,0.591,Both hands rotate the pillow. Both hands adjust and smoothen the pillow case then reposition the encased pillow. Both hands reach towards the pillow case. The left hand picks up the pillow case and place the pillow case on the table with the right hand while the left hand is idle,"Both hands hold the opening of the dark grey pillowcase to adjust the fabric, and press and smooth the surface of the encased pillow flat on the bed.  || The right hand grasps the encased dark grey pillow resting on the bed, lifts it, and carries it away while the left hand stays idle."
019e1288-2ff0-7041-84d0-aae2ea663685,CG-000054,critical,0,0,0.0,107.233,107.233,11,"1,2,3,4,5,6,7,8,9,10,11",4.667,107.233,102.566,0.956,"Both hands reach into the closet, the left hand grasp the hanger from the metal closet rod,while the right hand remains idle,the righ hand holds the right side of the hanger ,both hands carry it as the body turns and walks to the bed,both hands insert the hanger into the collar of the white dress shirt with red roses on the bed, adjust the shoulders over the hanger ends,both hands adjust inner back and inner front ,both grasps the buttonhole side,adjust it ,right hand hold the buttonhole side ,left hand grasps button side,  push a  button through the  buttonhole on the white dress shirt with red roses,both hands move further up the front of the white dress shirt with red roses repeatedly to collar button,adjust the buttonhole ,the right hand hold buttonhole side,the left hand grasps button side, push a button through its corresponding buttonhole.The left hand pulls up white dress shirt while right hand aligns and adjust the  white dress shirt whith the red roses , both  hands grasps the right sleeve,adjust the sleeve buttonhole and the right hand push a button through,both hands move to the cuff button area,left hand grasps buttonhole while right hand grasps a button,right hand push through buttonboth hands aligns the right sleeve,both hands move to the left sleeve,grasps,adjust it,left hand grasps button while left hand grasps buttonhole,left hand pushes button through buttonhole,right hand grasps the buttonhole of the cuff area while left hand grasps button,left hand pushes button through buttonhole,both hands align the left sleeve,both hands adjust the white dress shirt with red roses,adjust the collar on the hanger,right hand adjust the right shoulder while left had holds the hunger,right hand hold the hanger while left hand adjust the left shoulder and sleeve,both hands place the hook onto the metal closet rod and release the white dress shirt with red roses.","Both hands insert the hanger into the collar of the white dress shirt with red roses on the bed, adjust the shoulders over the hanger ends. || Both hands adjust inner front and work together down the front placket ,right hand hold the buttonhole ,left hand grasps button side,  push a  button through the  buttonhole on the white dress shirt with red roses. || Both hands move further up the front of the white dress shirt with red roses,adjust the buttonhole ,the right hand hold buttonhole side,the left hand grasps button side, push a button through its corresponding buttonhole. || Both hands fasten buttons on the white dress shirt with red roses by aligning a button and pulling it through the fabric opening and securing another button near the bottom. || The left hand holds open a buttonhole on the white dress shirt with red roses while the right hand pushes a button through it and both hands secure another button further down. || The left hand secures the buttonhole side of the white dress shirt with red roses and the right hand passes a button through it and both hands move down to fasten another button. || The left hand pulls up white dress shirt while right hand aligns and adjust the  white dress shirt while the , both  hands grasps the right sleeve,adjust the sleeve buttonhole and the right hand push a button through,both hands move to the cuff button area,left hand grasps buttonhole while right hand grasps a button,right hand push through buttonboth hands aligns the right sleeve,both hands move to the left sleeve,grasps,adjust it,left hand grasps button while left hand grasps buttonhole,left hand pushes button through buttonhole,right hand grasps the buttonhole of the cuff area while left hand grasps button,left hand pushes button through buttonhole,both hands align the left sleeve,both hands adjust the white dress shirt with red roses,adjust the collar on the hanger,right hand adjust the right shoulder while left had holds the hunger,right hand hold the hanger while left hand adjust the left shoulder and sleeve,both hands place the hook onto the metal closet rod and release the white dress shirt with red roses. || Both hands work on the lower half of the white dress shirt with red roses lying on the bed to push a button through a hole and secure another button located further down. || Both hands push a button through a buttonhole near the bottom of the white dress shirt with red roses and secure the final button at the very bottom edge. || Both hands grasp the wooden hanger and the collar to lift the white dress shirt with red roses off the bed, the body turns away, the right hand releases the garment, and the left hand carries it toward the open closet while the right hand stays idle. || The right hand reaches up to grasp the hook of the wooden hanger alongside the left hand and both hands place the hook onto the metal closet rod and release the white dress shirt with red roses."
019e1288-2fed-7f65-acbf-dda41a994bef,CG-000055,critical,5,5,49.333,75.993,26.66,2,"6,7",62.0,75.933,13.933,0.523,Both hands rotate the pillow and encase the pillow in the pillow case. Both hands adjust and smoothen the pillow case. The right hand reach towards the pillow case and move it to the table while the left hand is idle,"Both hands grasp the fully enclosed white pillow and gently shake the dark grey pillowcase to smooth and adjust the fit. || Both hands rotate the dark grey pillowcase and place the covered white pillow flat onto the bed, and both hands reach out to grasp and lift a piece of bunched-up dark grey clothing from the bed. The right hand "
019e1288-2fed-7dff-b2c9-cedc5749bb39,CG-000056,critical,0,0,0.0,36.0,36.0,3,"1,2,3",7.0,30.166,23.166,0.643,The right  hand reach toward and pick up the black cable resting on the white console and both hands pulls lengths of the cable then the right hand folds them into loops while the left hand holds the cable steady. The right hand reach towards and pick up the black Velcro cable tie then attach it to the cable loop. The right hand wraps the Velcro cable around the looped cable while the left hand holds the looped cable steady. The left hand transfers the looped cable to the right hand and place it on the white console,The right hand pulls lengths of the black earphone cable and folds them into loops while the left hand grasps and secures the growing bundle. || The right hand gathers and loops the remaining sections of the black earphone cable while the left hand grips the folded bundle. || The left hand holds the bundled black earphone cable while the right hand pinches the attached black velcro strap and wraps it tightly around the bundle.
019e1288-2fed-7dff-b2c9-cedc5749bb39,CG-000057,critical,5,5,36.0,64.067,28.067,3,"6,7,8",42.333,64.067,21.734,0.774,The right  hand reach toward and pick up the black cable resting on the white console and both hands pulls lengths of the cable then the right hand folds them into loops while the left hand holds the cable steady. The right hand reach towards and pick up the black Velcro cable tie then attach it to the cable loop. The right hand wraps the Velcro cable around the looped cable while the left hand holds the looped cable steady. The left hand transfers the looped cable to the right hand and place it on the white console,The right hand gathers the remaining length of the long black cable into loops and transfers them to the left hand which holds the growing bundle. || The left hand firmly holds the gathered long black cable bundle while the right hand pulls the attached black velcro strap and wraps it tightly around the center of the loops. || The right hand presses the black velcro strap to ensure it is fastened tightly around the long black cable bundle while the left hand supports the bundle over the white console.
019e1288-2ff0-7da9-be0c-bc9d88328ead,CG-000058,critical,0,0,0.0,38.667,38.667,6,"1,2,3,4,5,6",4.667,38.667,34.0,0.879,"Both hands grasp yellow napkin from the white table,spread it on the white table and adjust edges,fold the yellow napkin into triangular shape,the right hand grasps and fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  while the left hand  roll the top folded edge,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.","Both hands grasp the bottom edge of the yellow napkin and fold it upwards in small increments on the white table. || Both hands grasp the folded edge of the yellow napkin and fold it upwards toward the top edge on the white table. || Both hands grasp the folded edge of the yellow napkin and turn it upwards to create another fold on the white table. || Both hands grasp the rolled yellow napkin and fold it over towards the top edge on the white table. || Both hands grasp the folded yellow napkin, flip it over, and place it flat on the white table. || The right hand rolls the folded yellow napkin from the right edge towards the center while the left hand holds the left side."
019e1288-2ff0-7da9-be0c-bc9d88328ead,CG-000059,critical,7,7,38.667,76.0,37.333,2,"8,9",43.667,65.5,21.833,0.585,"The right hand grasps yellow napkin from the white table while left hand reaches the napkin,the right hand drops the yellow napkin while left hand grasps yellow napkin,the right hand holds yellow napkin while the left hand push back yellow napkin on the white table , both hands  spread it on the white table and adjust edges,fold the yellow napkin into triangular shape,the right hand grasps and fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  while the left hand  roll the top folded edge,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotates the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table  ,the right hand adjusts the right rolled side while left hand holds the yellow napkin  ,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.",The right hand pulls two folded corners out from underneath the yellow napkin while the left hand presses the center of the napkin steady on the white table. || The right hand repeatedly pulls out folded corners from the yellow napkin to shape the petals while the left hand holds the center steady on the white table.
019e1288-2ff0-7da9-be0c-bc9d88328ead,CG-000060,critical,11,11,76.0,117.333,41.333,3,"12,13,14",84.417,116.0,31.583,0.764,"Both hands slide yellow napkin on the white table,spread it on the white table,fold the yellow napkin into triangular shape,the right hand grasps and fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  and rotates the napkin  to the right while the left hand remains idle, the left hand roll the bottom folded edge with the help of right hand thumb,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.","Both hands flip the folded yellow napkin over onto the white table, and the right hand folds the four corners into the center. || The right hand pulls flaps out from underneath the yellow napkin to form petals while the left hand holds the center steady. || The right hand pulls corners outwards from the center of the yellow napkin to form petals while the left hand presses down firmly on the center."
019e1288-2ff0-7da9-be0c-bc9d88328ead,CG-000061,critical,15,15,117.333,158.667,41.334,3,"16,17,18",123.083,153.333,30.25,0.732,"Both hands slide yellow napkin on the white table,spread it on the white table,fold the yellow napkin into triangular shape,the right hand fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  and rotates the napkin  to the right while the left hand remains idle, the left hand roll the bottom folded edge with the help of right hand thumb,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.","The left hand grasps the yellow napkin from the plate, the right hand joins to unfold it flat on the white table, and the right hand folds a corner into the center while the left hand holds the adjacent edge. || Both hands fold the remaining corners of the yellow napkin into the center to form a square, grasp the folded napkin, and flip it over onto the white table. || Both hands fold the four corners of the yellow napkin into the center, and the right hand pulls folded sections out from underneath while the left hand presses down on the center."
019e1288-2ff0-7da9-be0c-bc9d88328ead,CG-000062,critical,20,20,158.667,199.567,40.9,3,"21,22,23",167.333,199.567,32.234,0.788,"The left hand slide the yellow napkin on the white table,while the right hand reaches for the yellow napkin, both  hands spread it on the white table,fold the yellow napkin into triangular shape,adjust the edges, the right hand fold the bottom right edge while left hand rests on yellow napkin,the left hand grasps and fold  the bottom left edge while right hand rests on the folded right edge,both hands rotates the the folded edges to the left side,both hands fold the buttom edge into rolls,right hand holds the folded roll  and rotates the napkin  to the right while the left hand remains idle, the left hand roll the bottom folded edge with the help of right hand thumb,both hands fold the rolls together,adjust the folded rolls,hold the yellow napkin up,flip it over on the white table and roll the rolled side upwards halfway,rotate the yellow napkin on the white table and  hold up the yellow napkin while the edge  slightly touching the white table,the right hand adjusts the right rolled side while left hand holds the yellow napkin,the left hand side adjusts the left rolled side while the right hand holds the yellow napkin,both hand hold the yellow napkin in a heart shape and place it on the pale yellow dish.","The right hand folds the four corners of the flat yellow napkin into the center to create a smaller square, and repeats the process with the new corners. || The right hand pulls a side flap of the yellow napkin outward, and both hands press the folded shape flat onto the white table. || Both hands reach into the center of the folded yellow napkin, extract inner flaps outward to the sides, and press them flat on the white table to shape the petals."
019e1288-2fed-71bd-a5e3-9debfd8b9673,CG-000063,high,0,0,0.0,16.75,16.75,2,"1,2",6.75,16.083,9.333,0.557,"Both hands grasps and lifts a small clear container from the counter and places it on the cabinet, picks a cover with red edges and flips it over with both hands to cover the clear container. ","The right hand grasps a small clear container and places it into the large clear container, and places a small red-rimmed lid onto the nested stack held by the left hand. || The right hand removes the small red-rimmed lid, flips it over to place it upside down, and removes it again while the left hand supports the stack."
019e1288-2ff1-71ab-abd2-ee90eb7717da,CG-000064,critical,4,4,33.333,75.333,42.0,3,"5,6,7",44.0,73.417,29.417,0.7,"Both hands grasp a brown and black patterned scarf from the bed, lift and fold it in the air,spead it on bed ,right hand adjusts the brown and black patterned scarf while the left hand rest on it,both hands adjust and fold the brown and black patterned scarf,adjust and fold it,carry it, and lower it down into the pale yellow plastic storage box  and press it down firmly","Both hands reach out and grasp a brown and black patterned scarf from the bed, lift and fold it suspended in the air, and carry and deposit it down into the yellow plastic storage box. || Both hands grasp a brown and black patterned scarf from the bed, fold it flat against the bed surface, push down to flatten it, fold it again, and press it flat on the bed. || Both hands lift the folded brown and black patterned scarf, carry it to the yellow plastic storage box, place it inside, and retract from the box area."
019e1288-2ff1-71ab-abd2-ee90eb7717da,CG-000065,critical,8,8,75.333,128.333,53.0,6,"9,10,11,12,13,14",76.834,128.333,51.499,0.972,"Both hands lift a white and black plaid scarf from the bed and fold it suspended in the air,spread and adjust it on the bed,fold it,the left hand push the pale yellow container to the left while the right hand rests on the  white and black plaid scarf,both hands fold it,carry it and lower it down into the pale yellow plastic storage box  and press it down firmly,the left rests on the folded scarf in the pale yellow plastic storage box while the right hand grasps the brown lid from the bed,the right hand closes the pale yellow container while the left hand adjusts the left edge of the brown lid,the left hand presses on the brown lid while the right hand adjusts the right edge of the brown lid.","Both hands carry a folded pink fuzzy scarf downwards and place it into the yellow plastic storage box. || The left hand reaches to grasp a brown and black patterned scarf from the bed, the right hand joins, and both hands hold it in the air and fold it in half twice. || Both hands adjust their grip on the folded brown and black patterned scarf, fold it in half again, hold it steady, and lower it into the yellow plastic storage box. || Both hands reach and grasp a white and grey plaid scarf from the bed and lift it. || Both hands hold a pink fuzzy scarf above a clear plastic storage box, pull it back to hover over the bed, and fold it over itself multiple times in the air. || Both hands hold the folded pink fuzzy scarf over the clear plastic storage box, pull it apart to unfold it, fold it in half twice, and drop it into the clear plastic storage box."
019e1288-2fee-7313-91a5-13cfc595fac6,CG-000066,critical,1,1,11.042,35.7,24.658,2,"2,3",12.75,35.417,22.667,0.919,"Both hands lift one white charger each above the nightstand and move them to an open white closet , where they lower and place the chargers next to another white charger before releasing their grips off the chargers and moving right.","Turns away from the nightstand, walks across the bedroom toward the open closet, and stops to face the closet while both hands hold the white chargers. || The left hand passes the left white charger over the clothes rail, the right hand passes the right white charger over the clothes rail, and both hands lower the white chargers onto the top shelf and release them."
019e173a-9c1d-7683-933e-1d0ea7ccfb56,CG-000067,high,0,0,0.0,18.88,18.88,2,"1,2",5.964,15.333,9.369,0.496,"Both hands hold the top edges of the white floral shirt resting on the floral mattress, adjust their grip, and lift the fabric slightly. The both hands adjust the shirt and lay it on the floral mattress. Both hands button the floral shirt.","Both hands hold the top edges of the white floral dress shirt and pull the fabric apart to straighten the front opening. || Both hands move down to the middle section of the white floral dress shirt, align the top button with its corresponding buttonhole, and push it through."
019e173a-9c1d-7683-933e-1d0ea7ccfb56,CG-000068,critical,10,10,57.92,96.92,39.0,5,"11,12,13,14,15",62.75,96.92,34.17,0.876,Both hands reach towards and pick up the hanged floral shirt on the floral mattress. The both hand holds the hanged shirt and moves towards the wardrobe.  The right hand hangs the cloth in the wardrobe while the left hand is idle. The both hands reach towards the wardrobe door then the right hand grabs the wardrobe door handle and both hands close the wardrobe doors. The both hands reach towards the wardrobe door then the left hand grabs the wardrobe door handle and both hands close the wardrobe doors,"The left hand grasps the collar of the white floral dress shirt while the right hand grasps the hook of the grey clothes hanger already inside it, and both hands lift and fully insert the hanger into the shoulders. || The right hand grasps the hook of the grey clothes hanger holding the white floral dress shirt, and the body walks toward the wardrobe while the left hand remains idle. || The left hand releases the white floral dress shirt, and the right hand places the grey clothes hanger onto the wardrobe rod and withdraws while the left hand reaches for the left wardrobe door handle. || The left hand pulls the left wardrobe door closed, and the right hand reaches across to grasp the right wardrobe door handle and pulls it closed. || Both hands raise in front of the closed wardrobe doors, form a thumbs-up gesture, and remain idle."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,CG-000069,critical,0,0,0.0,27.933,27.933,4,"1,2,3,4",5.44,25.666,20.226,0.724,"Both hands reach for and pick up a yellow napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table and withdraw.","Both hands fold the bottom edge of the yellow napkin upwards twice to meet in the middle on the table. || Both hands fold the right edge of the yellow napkin to the left twice to complete the fold, and the right hand rests on the folded napkin. || Both hands grasp a green napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. || Both hands grasp the bottom edge of the green napkin and fold it upwards twice on the table."
019e1288-2ff2-7cc1-b01d-ed29f71f93b9,CG-000070,critical,6,6,27.933,59.567,31.634,5,"7,8,9,10,11",34.0,57.6,23.6,0.746,"Both hands reach to the left and pick up a pink napkin from the pile of colorful napkins, pull it open, and spread it flat on the table. Both hands fold the napkin continuously till it forms a small rectangular shape. Both hands lift the folded napkin and place it on the right side of the table beside the folded yellow napkin and withdraw.","Both hands grasp the bottom edge of the pink napkin and fold it upwards twice to meet in the middle on the table. || The right hand lifts the folded pink napkin and places it onto the stack of folded napkins on the table while the left hand rests idle. || The right hand grasps a pink napkin from the table, lifts it, and lays it flat on the table while the left hand rests idle. || Both hands grasp the side edges of the pink napkin and fold them inwards toward the center on the table. || Both hands fold the bottom edge of the pink napkin upwards, and the right hand carries the folded napkin to the stack of folded napkins while the left hand rests idle."
